policy number,Policy Effective Date,Vehicle number,Unique_ID,Rate Class,Driver Record,Territory (categorical),Territory,BI Limit,Blend Min & Maj Market Convictions for Model,# Criminal Code Convictions W/I 4 Years,# At-Fault Claims w/I 3 yrs for Market Principal,
A00-040911,2022-06-18 0:01,3,040911-3-2,2,6,Rest of Alberta,3,2000000,1,0,0,
A00-040912,2022-05-27 0:01,2,040912-2-19,19,1,Rest of Alberta,3,1000000,0,0,0,
A00-040913,2022-05-27 0:01,1,040913-1-19,19,3,Edmonton,1A,1000000,0,0,0,
A00-040914,2022-05-27 0:01,1,040914-1-1,1,5,Edmonton,1A,0,0,0,0,
A00-040915,2022-05-27 0:01,1,040915-1-2,2,9,Edmonton,1A,1000000,2,0,0,
A00-040915,2022-05-27 0:01,2,040915-2-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-040916,2022-06-18 0:01,1,040916-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040917,2022-05-27 0:01,1,040917-1-2,2,7,Edmonton,1A,1000000,1,0,0,
A00-040919,2022-05-28 0:01,1,040919-1-2,2,9,Northern Region,2,1000000,0,0,0,
A00-040920,2022-05-28 0:01,1,040920-1-7,7,4,Calgary,1,1000000,1,0,0,
A00-040921,2022-05-28 0:01,1,040921-1-2,2,7,Edmonton,1A,2000000,2,0,0,
A00-040922,2022-05-28 0:01,1,040922-1-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-040923,2022-05-29 0:01,1,040923-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-040924,2022-05-30 0:01,1,040924-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-040925,2022-05-28 0:01,1,040925-1-19,19,3,Edmonton,1A,1000000,0,0,0,
A00-040926,2022-06-01 0:01,1,040926-1-2,2,3,Edmonton,1A,1000000,1,0,0,
A00-040927,2022-06-01 0:01,1,040927-1-1,1,6,Calgary,1,1000000,0,0,0,
A00-040928,2022-06-01 0:01,1,040928-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-040929,2022-06-18 0:01,1,040929-1-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-040930,2022-05-28 0:01,1,040930-1-2,2,1,Edmonton,1A,1000000,0,0,0,
A00-040931,2022-06-06 0:01,1,040931-1-5,5,4,Edmonton,1A,1000000,0,0,0,
A00-040931,2022-06-06 0:01,1,040931-1-18,18,4,Edmonton,1A,1000000,0,0,0,
A00-040932,2022-05-28 0:01,1,040932-1-1,1,6,Edmonton,1A,2000000,0,0,0,
A00-040932,2022-05-28 0:01,2,040932-2-1,1,6,Edmonton,1A,2000000,0,0,0,
A00-040933,2022-05-28 0:01,1,040933-1-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-040934,2022-06-01 0:01,1,040934-1-19,19,7,Edmonton,1A,1000000,0,0,0,
A00-040935,2022-06-23 0:01,1,040935-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-040937,2022-05-28 0:01,1,040937-1-2,2,2,Calgary,1,1000000,2,0,1,
A00-040938,2022-06-01 0:01,1,040938-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040940,2022-05-29 0:01,1,040940-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-040941,2022-06-15 0:01,1,040941-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040942,2022-06-04 0:01,1,040942-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-040942,2022-06-04 0:01,1,040942-1-6,6,1,Edmonton,1A,1000000,0,0,0,
A00-040942,2022-06-04 0:01,2,040942-2-1,1,8,Edmonton,1A,1000000,1,0,0,
A00-040943,2022-05-28 0:01,1,040943-1-2,2,4,Calgary,1,1000000,0,0,0,
A00-040944,2022-05-28 0:01,1,040944-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-040946,2022-05-31 0:01,1,040946-1-3,3,4,Edmonton,1A,2000000,0,0,0,
A00-040947,2022-05-28 0:01,1,040947-1-1,1,6,Northern Region,2,1000000,0,0,0,
A00-040948,2022-05-28 0:01,1,040948-1-2,2,3,Edmonton,1A,1000000,0,0,0,
A00-040949,2022-05-28 0:01,1,040949-1-2,2,1,Edmonton,1A,1000000,0,0,0,
A00-040950,2022-05-28 0:01,1,040950-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040951,2022-05-28 0:01,2,040951-2-3,3,0,Edmonton,1A,1000000,0,0,0,
A00-040952,2022-06-12 0:01,2,040952-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-040953,2022-05-28 0:01,1,040953-1-18,18,3,Rest of Alberta,3,1000000,0,0,0,
A00-040954,2022-05-28 0:01,1,040954-1-19,19,6,Edmonton,1A,1000000,1,0,0,
A00-040955,2022-05-31 0:01,1,040955-1-1,1,9,Rest of Alberta,3,2000000,1,0,0,
A00-040955,2022-05-31 0:01,3,040955-3-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-040956,2022-05-28 0:01,1,040956-1-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-040956,2022-05-28 0:01,2,040956-2-1,1,6,Edmonton,1A,2000000,1,0,0,
A00-040958,2022-05-31 0:01,1,040958-1-1,1,6,Edmonton,1A,1000000,2,0,0,
A00-040959,2022-06-01 0:01,1,040959-1-19,19,6,Edmonton,1A,1000000,0,0,0,
A00-040960,2022-05-31 0:01,1,040960-1-2,2,9,Rest of Alberta,3,1000000,1,0,0,
A00-040961,2022-06-01 0:01,1,040961-1-3,3,2,Edmonton,1A,1000000,0,0,0,
A00-040961,2022-06-01 0:01,2,040961-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040962,2022-05-31 0:01,1,040962-1-12,12,3,Edmonton,1A,1000000,0,0,0,
A00-040963,2022-06-04 0:01,1,040963-1-2,2,9,Rest of Alberta,3,2000000,0,0,0,
A00-040964,2022-06-01 0:01,1,040964-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-040966,2022-05-31 0:01,1,040966-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-040967,2022-06-01 0:01,1,040967-1-1,1,8,Calgary,1,1000000,0,0,0,
A00-040967,2022-06-01 0:01,6,040967-6-1,1,9,Calgary,1,1000000,1,0,0,
A00-040968,2022-06-09 0:01,1,040968-1-1,1,2,Calgary,1,1000000,0,0,0,
A00-040969,2022-05-31 0:01,1,040969-1-1,1,6,Northern Region,2,1000000,0,0,0,
A00-040973,2022-05-31 0:01,1,040973-1-1,1,5,Edmonton,1A,1000000,2,0,0,
A00-040974,2022-05-31 0:01,1,040974-1-1,1,9,Calgary,1,2000000,0,0,0,
A00-040975,2022-06-01 0:01,1,040975-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-040976,2022-06-02 0:01,2,040976-2-11,11,0,Calgary,1,1000000,0,0,1,
A00-040976,2022-06-02 0:01,3,040976-3-2,2,5,Calgary,1,1000000,1,0,0,
A00-040978,2022-06-01 0:01,1,040978-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040979,2022-06-06 0:01,1,040979-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040980,2022-06-20 0:01,1,040980-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-040981,2022-06-01 0:01,1,040981-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-040982,2022-06-28 0:01,1,040982-1-7,7,6,Edmonton,1A,1000000,0,0,0,
A00-040983,2022-06-01 0:01,1,040983-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-040984,2022-06-01 0:01,1,040984-1-2,2,9,Rest of Alberta,3,1000000,2,0,0,
A00-040985,2022-06-02 0:01,1,040985-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040986,2022-06-04 0:01,1,040986-1-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-040986,2022-06-04 0:01,2,040986-2-2,2,6,Edmonton,1A,2000000,0,0,0,
A00-040987,2022-06-01 0:01,1,040987-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-040988,2022-06-03 0:01,1,040988-1-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-040989,2022-06-01 0:01,1,040989-1-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-040990,2022-06-01 0:01,1,040990-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040991,2022-06-02 0:01,1,040991-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-040991,2022-06-02 0:01,2,040991-2-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-040992,2022-06-01 0:01,1,040992-1-1,1,6,Calgary,1,1000000,0,0,0,
A00-040993,2022-06-04 0:01,1,040993-1-1,1,9,Rest of Alberta,3,1000000,1,0,0,
A00-040993,2022-06-04 0:01,3,040993-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-040994,2022-06-02 0:01,1,040994-1-1,1,0,Calgary,1,1000000,0,0,1,
A00-040995,2022-06-02 0:01,1,040995-1-2,2,9,Calgary,1,1000000,0,0,0,
A00-040996,2022-06-02 0:01,1,040996-1-19,19,3,Edmonton,1A,1000000,0,0,0,
A00-040997,2022-06-02 0:01,1,040997-1-1,1,5,Edmonton,1A,1000000,0,0,1,
A00-040998,2022-06-15 0:01,1,040998-1-1,1,9,Rest of Alberta,3,1000000,1,0,0,
A00-040999,2022-06-02 0:01,1,040999-1-2,2,4,Rest of Alberta,3,1000000,1,0,0,
A00-041000,2022-06-02 0:01,1,041000-1-1,1,6,Calgary,1,1000000,0,0,0,
A00-041002,2022-06-05 0:01,1,041002-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-041002,2022-06-05 0:01,2,041002-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-041003,2022-06-04 0:01,1,041003-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041004,2022-06-02 0:01,3,041004-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041006,2022-06-05 0:01,1,041006-1-1,1,6,Edmonton,1A,1000000,1,0,0,
A00-041006,2022-06-05 0:01,2,041006-2-1,1,6,Edmonton,1A,1000000,1,0,0,
A00-041007,2022-06-04 0:01,1,041007-1-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-041008,2022-06-02 0:01,1,041008-1-1,1,6,Calgary,1,2000000,0,0,0,
A00-041009,2022-06-02 0:01,1,041009-1-13,13,3,Edmonton,1A,1000000,0,0,0,
A00-041009,2022-06-02 0:01,2,041009-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-041012,2022-06-02 0:01,2,041012-2-18,18,3,Edmonton,1A,1000000,1,0,0,
A00-041013,2022-06-02 0:01,1,041013-1-19,19,5,Edmonton,1A,1000000,0,0,0,
A00-041014,2022-06-02 0:01,1,041014-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-041015,2022-06-02 0:01,2,041015-2-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-041016,2022-06-02 0:01,1,041016-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-041017,2022-06-03 0:01,2,041017-2-2,2,4,Edmonton,1A,1000000,0,0,0,
A00-041018,2022-07-01 0:01,1,041018-1-1,1,6,Edmonton,1A,1000000,1,0,0,
A00-041018,2022-07-01 0:01,2,041018-2-1,1,6,Edmonton,1A,1000000,1,0,0,
A00-041019,2022-06-29 0:01,1,041019-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-041020,2022-06-03 0:01,1,041020-1-1,1,1,Rest of Alberta,3,1000000,0,0,0,
A00-041022,2022-06-03 0:01,1,041022-1-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-041023,2022-06-15 0:01,1,041023-1-1,1,5,Rest of Alberta,3,1000000,0,0,1,
A00-041024,2022-06-03 0:01,1,041024-1-2,2,7,Edmonton,1A,2000000,0,0,0,
A00-041024,2022-06-03 0:01,2,041024-2-1,1,7,Rest of Alberta,3,2000000,0,0,0,
A00-041025,2022-06-03 0:01,1,041025-1-1,1,8,Calgary,1,1000000,1,0,0,
A00-041026,2022-06-03 0:01,1,041026-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-041026,2022-06-03 0:01,2,041026-2-1,1,6,Edmonton,1A,1000000,1,0,0,
A00-041027,2022-06-24 0:01,1,041027-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-041028,2022-06-03 0:01,1,041028-1-1,1,4,Edmonton,1A,1000000,1,0,0,
A00-041029,2022-06-04 0:01,1,041029-1-1,1,1,Rest of Alberta,3,1000000,0,0,0,
A00-041030,2022-06-04 0:01,1,041030-1-1,1,1,Rest of Alberta,3,1000000,0,0,0,
A00-041031,2022-06-04 0:01,1,041031-1-18,18,4,Edmonton,1A,1000000,1,0,0,
A00-041031,2022-06-04 0:01,2,041031-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041031,2022-06-04 0:01,3,041031-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-041031,2022-06-04 0:01,4,041031-4-19,19,3,Edmonton,1A,1000000,0,0,0,
A00-041032,2022-07-01 0:01,1,041032-1-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-041033,2022-07-01 0:01,1,041033-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041033,2022-07-01 0:01,2,041033-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041034,2022-06-04 0:01,1,041034-1-1,1,6,Edmonton,1A,2000000,0,0,0,
A00-041036,2022-06-04 0:01,1,041036-1-1,1,9,Edmonton,1A,2000000,1,0,0,
A00-041037,2022-06-24 0:01,1,041037-1-1,1,5,Rest of Alberta,3,1000000,0,0,0,
A00-041038,2022-06-04 0:01,1,041038-1-2,2,6,Rest of Alberta,3,1000000,0,0,1,
A00-041038,2022-06-04 0:01,2,041038-2-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-041038,2022-06-04 0:01,3,041038-3-1,1,9,Rest of Alberta,3,0,0,0,0,
A00-041040,2022-06-04 0:01,1,041040-1-1,1,8,Calgary,1,1000000,0,0,0,
A00-041041,2022-06-04 0:01,1,041041-1-18,18,3,Edmonton,1A,1000000,0,0,0,
A00-041042,2022-06-04 0:01,1,041042-1-1,1,1,Edmonton,1A,1000000,0,0,0,
A00-041043,2022-06-04 0:01,1,041043-1-10,10,3,Edmonton,1A,1000000,0,0,0,
A00-041044,2022-06-04 0:01,1,041044-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-041044,2022-06-04 0:01,2,041044-2-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-041045,2022-06-06 0:01,2,041045-2-1,1,1,Edmonton,1A,1000000,0,0,1,
A00-041045,2022-06-06 0:01,3,041045-3-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-041046,2022-06-05 0:01,1,041046-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-041047,2022-06-04 0:01,1,041047-1-3,3,2,Edmonton,1A,1000000,0,0,0,
A00-041048,2022-06-15 0:01,1,041048-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-041048,2022-06-15 0:01,2,041048-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-041049,2022-06-04 0:01,1,041049-1-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-041050,2022-06-07 0:01,1,041050-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-041051,2022-07-01 0:01,1,041051-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-041052,2022-06-09 0:01,1,041052-1-1,1,1,Edmonton,1A,1000000,0,0,2,
A00-041053,2022-06-15 0:01,1,041053-1-19,19,3,Rest of Alberta,3,1000000,1,0,0,
A00-041054,2022-06-07 0:01,1,041054-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-041056,2022-06-07 0:01,1,041056-1-1,1,1,Edmonton,1A,1000000,0,0,0,
A00-041056,2022-06-07 0:01,2,041056-2-1,1,1,Edmonton,1A,1000000,0,0,0,
A00-041057,2022-06-07 0:01,1,041057-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-041059,2022-06-16 0:01,1,041059-1-2,2,9,Rest of Alberta,3,1000000,1,0,0,
A00-041060,2022-06-12 0:01,4,041060-4-3,3,4,Edmonton,1A,1000000,0,0,0,
A00-041061,2022-06-08 0:01,1,041061-1-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-041061,2022-06-08 0:01,2,041061-2-1,1,2,Rest of Alberta,3,1000000,0,0,0,
A00-041062,2022-06-07 0:01,1,041062-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-041062,2022-06-07 0:01,2,041062-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041064,2022-06-16 0:01,1,041064-1-2,2,5,Edmonton,1A,1000000,0,0,1,
A00-041065,2022-06-08 0:01,1,041065-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-041065,2022-06-08 0:01,2,041065-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-041067,2022-06-08 0:01,1,041067-1-2,2,6,Calgary,1,1000000,0,0,0,
A00-041068,2022-06-08 0:01,1,041068-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-041069,2022-06-08 0:01,1,041069-1-3,3,0,Edmonton,1A,1000000,0,0,0,
A00-041070,2022-06-14 0:01,1,041070-1-1,1,9,Calgary,1,2000000,0,0,0,
A00-041071,2022-06-09 0:01,2,041071-2-7,7,9,Edmonton,1A,1000000,0,0,0,
A00-041072,2022-06-08 0:01,1,041072-1-1,1,3,Edmonton,1A,1000000,1,0,0,
A00-041073,2022-06-08 0:01,1,041073-1-19,19,1,Edmonton,1A,1000000,0,0,0,
A00-041075,2022-06-10 0:01,1,041075-1-2,2,9,Calgary,1,1000000,0,0,0,
A00-041076,2022-06-08 0:01,1,041076-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-041077,2022-06-24 0:01,4,041077-4-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-041078,2022-06-28 0:01,1,041078-1-19,19,6,Edmonton,1A,1000000,1,0,0,
A00-041079,2022-06-08 0:01,1,041079-1-1,1,4,Calgary,1,1000000,1,0,0,
A00-041080,2022-06-09 0:01,1,041080-1-7,7,6,Edmonton,1A,1000000,0,0,0,
A00-041081,2022-06-26 0:01,1,041081-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-041082,2022-06-15 0:01,1,041082-1-2,2,9,Rest of Alberta,3,1000000,1,0,0,
A00-041083,2022-06-20 0:01,1,041083-1-1,1,1,Edmonton,1A,2000000,0,0,1,
A00-041084,2022-06-09 0:01,1,041084-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-041085,2022-06-10 0:01,1,041085-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-041086,2022-06-09 0:01,1,041086-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041086,2022-06-09 0:01,2,041086-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-041087,2022-06-14 0:01,1,041087-1-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-041088,2022-06-12 0:01,1,041088-1-7,7,3,Calgary,1,1000000,0,0,0,
A00-041089,2022-06-16 0:01,1,041089-1-1,1,8,Calgary,1,1000000,0,0,0,
A00-041090,2022-06-14 0:01,2,041090-2-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-041092,2022-06-10 0:01,1,041092-1-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-041093,2022-06-20 0:01,1,041093-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-041095,2022-06-09 0:01,1,041095-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-041096,2022-06-09 0:01,1,041096-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-041096,2022-06-09 0:01,2,041096-2-1,1,9,Edmonton,1A,1000000,1,0,0,
A00-041097,2022-06-09 0:01,1,041097-1-1,1,2,Edmonton,1A,2000000,4,0,1,
A00-041098,2022-07-20 0:01,1,041098-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041099,2022-06-15 0:01,1,041099-1-19,19,3,Edmonton,1A,1000000,0,0,0,
A00-041100,2022-06-10 0:01,1,041100-1-1,1,6,Edmonton,1A,1000000,1,0,0,
A00-041100,2022-06-10 0:01,2,041100-2-1,1,6,Edmonton,1A,1000000,1,0,0,
A00-041101,2022-06-11 0:01,1,041101-1-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-041101,2022-06-11 0:01,2,041101-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-041102,2022-06-10 0:01,1,041102-1-1,1,6,Calgary,1,1000000,0,0,0,
A00-041104,2022-06-10 0:01,1,041104-1-18,18,0,Edmonton,1A,1000000,0,0,1,
A00-041106,2022-06-10 0:01,1,041106-1-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-041107,2022-06-30 0:01,1,041107-1-1,1,9,Calgary,1,2000000,0,0,0,
A00-041108,2022-06-11 0:01,1,041108-1-1,1,6,Northern Region,2,1000000,3,0,0,
A00-041108,2022-06-11 0:01,2,041108-2-1,1,6,Northern Region,2,0,3,0,0,
A00-041108,2022-06-11 0:01,4,041108-4-1,1,9,Northern Region,2,1000000,0,0,0,
A00-041109,2022-06-17 0:01,1,041109-1-1,1,5,Rest of Alberta,3,1000000,0,0,0,
A00-041110,2022-07-03 0:01,1,041110-1-1,1,2,Edmonton,1A,1000000,0,0,0,
A00-041110,2022-07-03 0:01,2,041110-2-2,2,2,Edmonton,1A,1000000,0,0,0,
A00-041111,2022-06-22 0:01,1,041111-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-041111,2022-06-22 0:01,2,041111-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041111,2022-06-22 0:01,3,041111-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041112,2022-06-11 0:01,2,041112-2-10,10,3,Calgary,1,1000000,0,0,0,
A00-041113,2022-07-04 0:01,1,041113-1-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-041114,2022-06-15 0:01,1,041114-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-041116,2022-06-17 0:01,1,041116-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-041117,2022-06-11 0:01,1,041117-1-3,3,1,Edmonton,1A,1000000,1,0,0,
A00-041118,2022-06-15 0:01,1,041118-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-041118,2022-06-15 0:01,2,041118-2-1,1,9,Edmonton,1A,1000000,1,0,0,
A00-041119,2022-06-14 0:01,1,041119-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041120,2022-06-11 0:01,1,041120-1-1,1,5,Edmonton,1A,1000000,0,0,1,
A00-041121,2022-06-14 0:01,1,041121-1-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-041122,2022-06-13 0:01,1,041122-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-041122,2022-06-13 0:01,2,041122-2-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-041123,2022-06-14 0:01,1,041123-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041124,2022-06-15 0:01,1,041124-1-2,2,6,Calgary,1,2000000,2,0,0,
A00-041125,2022-06-11 0:01,1,041125-1-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-041126,2022-06-14 0:01,1,041126-1-2,2,8,Edmonton,1A,1000000,1,0,0,
A00-041127,2022-07-02 0:01,1,041127-1-2,2,9,Rest of Alberta,3,2000000,0,0,0,
A00-041127,2022-07-02 0:01,2,041127-2-2,2,9,Rest of Alberta,3,2000000,0,0,0,
A00-041128,2022-07-08 0:01,1,041128-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-041128,2022-07-08 0:01,2,041128-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041129,2022-06-14 0:01,1,041129-1-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-041130,2022-06-14 0:01,1,041130-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041131,2022-06-19 0:01,1,041131-1-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-041132,2022-06-14 0:01,2,041132-2-2,2,3,Edmonton,1A,2000000,0,0,0,
A00-041133,2022-06-24 0:01,1,041133-1-1,1,9,Edmonton,1A,1000000,1,0,0,
A00-041133,2022-06-24 0:01,2,041133-2-1,1,9,Edmonton,1A,1000000,1,0,0,
A00-041133,2022-06-24 0:01,3,041133-3-2,2,9,Edmonton,1A,0,0,0,0,
A00-041133,2022-06-24 0:01,4,041133-4-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-041134,2022-07-10 0:01,1,041134-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041135,2022-06-14 0:01,2,041135-2-2,2,2,Calgary,1,1000000,0,0,0,
A00-041137,2022-06-14 0:01,1,041137-1-1,1,3,Calgary,1,1000000,0,0,0,
A00-041138,2022-06-14 0:01,2,041138-2-2,2,9,Edmonton,1A,1000000,2,0,0,
A00-041140,2022-06-15 0:01,1,041140-1-2,2,9,Calgary,1,1000000,1,0,0,
A00-041141,2022-06-15 0:01,1,041141-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041141,2022-06-15 0:01,2,041141-2-1,1,9,Edmonton,1A,0,0,0,0,
A00-041142,2022-06-14 0:01,2,041142-2-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-041143,2022-06-15 0:01,2,041143-2-2,2,6,Edmonton,1A,1000000,2,0,0,
A00-041144,2022-07-06 0:01,1,041144-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-041144,2022-07-06 0:01,2,041144-2-10,10,1,Edmonton,1A,1000000,0,0,0,
A00-041144,2022-07-06 0:01,3,041144-3-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-041145,2022-06-30 0:01,1,041145-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-041146,2022-06-15 0:01,1,041146-1-3,3,0,Edmonton,1A,1000000,0,0,1,
A00-041147,2022-06-15 0:01,1,041147-1-2,2,4,Edmonton,1A,1000000,0,0,0,
A00-041148,2022-06-23 0:01,1,041148-1-3,3,0,Edmonton,1A,1000000,0,0,0,
A00-041150,2022-06-15 0:01,2,041150-2-1,1,3,Edmonton,1A,1000000,1,0,0,
A00-041151,2022-06-17 0:01,1,041151-1-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-041152,2022-06-15 0:01,1,041152-1-3,3,3,Rest of Alberta,3,1000000,0,0,0,
A00-041152,2022-06-15 0:01,2,041152-2-1,1,2,Rest of Alberta,3,1000000,0,0,0,
A00-041153,2022-07-03 0:01,1,041153-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-041153,2022-07-03 0:01,2,041153-2-13,13,2,Edmonton,1A,1000000,0,0,1,
A00-041154,2022-06-15 0:01,1,041154-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-041155,2022-06-30 0:01,1,041155-1-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-041156,2022-06-15 0:01,1,041156-1-1,1,6,Calgary,1,1000000,2,0,0,
A00-041156,2022-06-15 0:01,2,041156-2-66,66,6,Calgary,1,1000000,2,0,0,
A00-041156,2022-06-15 0:01,3,041156-3-10,10,1,Calgary,1,1000000,0,0,0,
A00-041157,2022-06-15 0:01,1,041157-1-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-041158,2022-06-15 0:01,1,041158-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041158,2022-06-15 0:01,2,041158-2-10,10,1,Edmonton,1A,1000000,1,0,0,
A00-041159,2022-06-16 0:01,1,041159-1-1,1,1,Rest of Alberta,3,1000000,0,0,0,
A00-041160,2022-06-16 0:01,1,041160-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-041161,2022-06-18 0:01,1,041161-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-041161,2022-06-18 0:01,2,041161-2-1,1,7,Edmonton,1A,1000000,0,0,0,
